distance_km,weather_risk_score,traffic_risk_score,congestion_score,disruptions_count,priority,current_eta_minutes,is_delayed,actual_delay_min,delay_probability,risk_level
277.4,0.066,0.3094,0.1448,2,high,445.4,0,0.0,0.4031,medium
416.2,0.0777,0.1579,0.2085,3,critical,463.2,1,166.9,0.5536,medium
253.9,0.1294,0.1862,0.5845,0,medium,359.0,0,0.0,0.2994,low
211.2,0.2451,0.3325,0.0437,0,medium,369.3,0,0.0,0.2328,low
195.3,0.1733,0.2602,0.5749,0,medium,319.6,1,51.0,0.247,low
372.5,0.2499,0.1591,0.1589,2,high,579.9,1,155.7,0.3144,low
236.8,0.1298,0.7055,0.5356,0,medium,334.3,0,0.0,0.5294,medium
222.5,0.4628,0.3379,0.1529,0,medium,389.1,0,0.0,0.2635,low
125.4,0.5005,0.2997,0.4713,1,high,206.5,0,0.0,0.5283,medium
314.3,0.1869,0.527,0.1124,1,medium,465.7,1,111.3,0.3644,medium
265.7,0.1684,0.3003,0.2545,0,medium,322.6,0,0.0,0.2088,low
242.5,0.3981,0.4073,0.1999,1,medium,371.1,1,103.8,0.4006,medium
340.1,0.0957,0.2573,0.1421,0,high,409.4,0,0.0,0.2213,low
486.0,0.2608,0.3726,0.2154,0,medium,626.9,1,146.0,0.4653,medium
471.5,0.1092,0.3491,0.3544,0,medium,723.5,1,93.5,0.3421,low
428.1,0.1245,0.2024,0.3785,0,medium,666.5,0,0.0,0.2146,low
255.6,0.1746,0.359,0.2275,0,high,397.6,0,0.0,0.301,low
206.7,0.1666,0.028,0.1989,1,high,335.8,0,0.0,0.4504,medium
151.6,0.4811,0.3297,0.3508,0,low,188.6,0,0.0,0.3043,low
203.3,0.1795,0.1677,0.2209,0,low,284.1,0,0.0,0.2435,low
302.7,0.3039,0.4348,0.328,1,low,499.3,0,0.0,0.3338,low
179.3,0.3358,0.4226,0.0439,0,low,281.8,0,0.0,0.4171,medium
318.1,0.3419,0.3066,0.339,1,medium,359.4,0,0.0,0.5066,medium
159.6,0.1063,0.5859,0.3655,1,medium,191.1,0,0.0,0.4189,medium
101.5,0.2071,0.1597,0.1514,3,high,137.1,0,0.0,0.3909,medium
509.1,0.2763,0.3983,0.1725,0,critical,597.8,0,0.0,0.315,low
219.6,0.3185,0.5643,0.6795,0,medium,249.3,0,0.0,0.3895,medium
173.5,0.1663,0.3415,0.5988,2,high,267.3,1,106.3,0.5326,medium
146.8,0.5051,0.0692,0.258,0,critical,250.7,0,0.0,0.4183,medium
393.5,0.4382,0.591,0.1809,2,medium,694.5,1,202.2,0.5491,medium
730.5,0.0855,0.1398,0.0524,1,medium,827.6,0,0.0,0.2775,low
230.0,0.2496,0.3095,0.1196,1,medium,330.2,0,0.0,0.2443,low
259.8,0.4136,0.5132,0.3085,1,critical,454.3,0,0.0,0.572,medium
599.8,0.3176,0.2779,0.3675,1,medium,717.3,1,157.1,0.3963,medium
92.1,0.2222,0.3489,0.222,1,medium,153.4,0,0.0,0.4236,medium
1073.3,0.2411,0.326,0.2496,1,medium,1253.6,1,269.1,0.5364,medium
1463.6,0.1495,0.443,0.1613,3,medium,1798.7,0,0.0,0.6118,high
51.5,0.2617,0.103,0.3947,0,high,82.6,1,55.0,0.2511,low
280.5,0.3698,0.4898,0.119,2,medium,471.1,0,0.0,0.518,medium
187.3,0.2569,0.2959,0.3121,1,low,288.1,0,0.0,0.297,low
251.6,0.1551,0.2253,0.6161,1,high,435.4,0,0.0,0.4105,medium
227.7,0.525,0.3926,0.5752,1,medium,390.5,0,0.0,0.5289,medium
506.6,0.0895,0.3676,0.0682,1,low,810.9,1,127.5,0.3485,low
277.8,0.5051,0.7822,0.1248,1,low,499.3,1,158.8,0.52,medium
165.3,0.1552,0.6877,0.4475,0,high,295.9,1,71.5,0.2983,low
267.2,0.2745,0.3684,0.5248,2,medium,419.9,1,189.6,0.6415,high
417.6,0.2058,0.6892,0.0222,0,medium,636.6,1,112.0,0.4253,medium
138.5,0.1146,0.4592,0.2569,0,critical,154.6,0,0.0,0.1967,low
102.5,0.0809,0.5361,0.2167,0,medium,163.4,0,0.0,0.1447,low
1091.5,0.1342,0.4288,0.0756,2,low,1458.2,1,217.6,0.3591,medium
196.8,0.1028,0.135,0.5157,1,medium,273.6,0,0.0,0.2337,low
273.3,0.3059,0.5641,0.0584,1,high,423.1,0,0.0,0.3634,medium
230.8,0.0543,0.2519,0.6469,1,medium,309.9,1,77.0,0.4736,medium
426.8,0.1027,0.5703,0.1074,2,medium,747.4,1,184.4,0.4361,medium
946.1,0.2013,0.6682,0.4816,2,high,1053.7,1,293.0,0.593,medium
435.7,0.4662,0.3243,0.281,0,medium,630.2,0,0.0,0.3588,medium
111.4,0.6086,0.1547,0.0937,0,medium,160.0,1,49.4,0.3478,low
121.5,0.3216,0.4803,0.1608,4,high,159.0,0,0.0,0.5765,medium
230.6,0.2828,0.1136,0.0379,0,high,305.5,0,0.0,0.0748,low
251.0,0.1065,0.5896,0.1311,3,critical,318.3,0,0.0,0.667,high
97.6,0.3856,0.4756,0.3484,0,medium,147.9,0,0.0,0.2348,low
509.1,0.2707,0.5066,0.2962,0,medium,564.9,0,0.0,0.2465,low
147.5,0.0204,0.1641,0.1963,0,high,199.6,1,30.8,0.3047,low
788.9,0.0958,0.2692,0.4887,0,medium,918.2,1,122.8,0.406,medium
975.9,0.6567,0.7877,0.259,0,critical,1163.6,0,0.0,0.4723,medium
254.3,0.4422,0.4835,0.6012,0,medium,454.7,0,0.0,0.38,medium
397.6,0.0123,0.4465,0.3705,5,medium,661.6,1,272.4,0.6949,high
134.2,0.4235,0.212,0.0809,4,low,174.0,0,0.0,0.5765,medium
448.3,0.2882,0.53,0.3167,4,medium,608.1,1,280.8,0.6937,high
216.2,0.3365,0.4035,0.2528,1,medium,327.6,1,63.1,0.4489,medium
147.4,0.2705,0.6282,0.1645,2,medium,186.4,1,131.3,0.6547,high
247.6,0.2285,0.6577,0.1531,0,critical,365.6,0,0.0,0.3629,medium
220.8,0.2355,0.3284,0.1839,0,medium,323.5,0,0.0,0.337,low
241.9,0.1515,0.1734,0.122,1,critical,275.6,1,76.1,0.3662,medium
554.1,0.4595,0.1514,0.3149,0,medium,665.0,1,110.4,0.3999,medium
179.4,0.1294,0.2853,0.4579,0,high,287.6,0,0.0,0.3256,low
923.1,0.3999,0.6649,0.1114,2,medium,1371.3,1,482.4,0.8077,critical
126.3,0.0807,0.5002,0.0199,1,medium,194.0,1,94.1,0.3235,low
854.1,0.2373,0.424,0.3879,1,low,1379.1,0,0.0,0.4437,medium
154.4,0.0863,0.3356,0.1427,3,high,274.7,0,0.0,0.405,medium
298.7,0.3498,0.384,0.1469,0,medium,475.8,0,0.0,0.2039,low
217.3,0.389,0.4844,0.1644,0,high,278.1,1,68.0,0.3218,low
239.0,0.0463,0.3836,0.1256,0,medium,403.9,0,0.0,0.1945,low
503.1,0.5697,0.4211,0.3889,4,high,824.4,1,286.5,0.6068,high
792.3,0.3925,0.6269,0.2448,1,high,1037.7,0,0.0,0.4455,medium
648.0,0.3445,0.0976,0.0558,0,low,965.0,0,0.0,0.177,low
229.7,0.1834,0.3108,0.1918,0,medium,410.4,0,0.0,0.17,low
336.9,0.223,0.3077,0.0712,0,low,561.7,0,0.0,0.2025,low
179.8,0.2059,0.4278,0.3042,1,medium,294.4,1,72.5,0.3779,medium
156.9,0.2692,0.2308,0.2814,1,medium,226.5,0,0.0,0.2693,low
141.9,0.4369,0.478,0.2004,0,critical,196.3,1,74.1,0.3982,medium
224.9,0.1982,0.3625,0.2803,1,low,372.6,0,0.0,0.4049,medium
351.5,0.307,0.3923,0.235,0,high,468.1,1,102.2,0.5024,medium
86.3,0.4377,0.1469,0.3501,1,medium,126.4,1,45.9,0.3947,medium
290.0,0.2562,0.3349,0.2944,0,medium,506.5,0,0.0,0.211,low
800.6,0.4426,0.4511,0.0333,1,medium,1056.6,1,253.0,0.5681,medium
619.7,0.0175,0.2029,0.2126,0,medium,985.0,0,0.0,0.2405,low
204.3,0.2791,0.2498,0.2716,2,medium,256.2,1,74.3,0.5051,medium
120.5,0.0823,0.263,0.3574,0,medium,159.7,0,0.0,0.2998,low
403.0,0.0306,0.5835,0.3533,0,high,495.3,0,0.0,0.3773,medium
66.3,0.2518,0.2873,0.7212,5,medium,109.3,1,175.8,0.772,high
615.0,0.4074,0.3935,0.2121,3,medium,1085.2,0,0.0,0.4663,medium
260.1,0.1934,0.2901,0.6319,0,medium,417.4,0,0.0,0.3473,low
982.7,0.5624,0.2161,0.1661,4,medium,1332.2,1,479.6,0.7419,high
97.3,0.1228,0.2439,0.3298,1,high,129.0,0,0.0,0.4002,medium
542.8,0.3499,0.2191,0.0231,1,medium,633.8,0,0.0,0.3287,low
280.0,0.0921,0.3163,0.156,0,low,419.2,0,0.0,0.0171,low
241.0,0.1703,0.31,0.1572,2,low,358.7,0,0.0,0.5021,medium
122.7,0.1848,0.3524,0.572,1,high,140.7,0,0.0,0.399,medium
440.2,0.291,0.4552,0.1015,4,high,762.2,0,0.0,0.592,medium
463.8,0.0967,0.3444,0.2967,0,low,797.5,0,0.0,0.2877,low
953.7,0.1667,0.1271,0.6296,1,high,1335.2,1,203.0,0.3185,low
575.5,0.4499,0.3718,0.0842,3,high,899.6,1,331.4,0.7238,high
203.2,0.3866,0.6824,0.1298,4,high,344.0,1,199.7,0.7595,high
155.6,0.141,0.5097,0.2863,0,medium,259.9,0,0.0,0.2371,low
122.8,0.4004,0.3731,0.3697,1,critical,207.4,0,0.0,0.4421,medium
778.7,0.2915,0.3896,0.4291,0,high,1324.8,0,0.0,0.3437,low
180.2,0.4289,0.6224,0.3628,0,medium,321.2,0,0.0,0.4333,medium
782.2,0.2195,0.3549,0.2159,0,critical,1314.9,0,0.0,0.5119,medium
420.4,0.4251,0.6747,0.4918,0,low,722.8,1,173.7,0.5627,medium
370.3,0.1458,0.1093,0.0304,3,high,614.9,0,0.0,0.5369,medium
244.8,0.3792,0.2548,0.3191,1,medium,406.6,1,77.4,0.4156,medium
459.2,0.1509,0.3583,0.2887,3,medium,724.9,0,0.0,0.4185,medium
295.9,0.1081,0.5631,0.2543,0,low,436.9,0,0.0,0.4057,medium
235.1,0.1024,0.4351,0.2045,1,critical,354.3,1,90.1,0.5041,medium
469.8,0.2623,0.2279,0.4001,0,medium,761.9,0,0.0,0.3137,low
272.2,0.0244,0.4057,0.2121,0,critical,329.4,0,0.0,0.1082,low
177.9,0.1322,0.7751,0.4857,1,high,213.9,1,100.5,0.4829,medium
441.4,0.2771,0.7585,0.2291,3,low,643.7,0,0.0,0.6275,high
286.7,0.4304,0.4906,0.3005,0,low,328.6,1,106.3,0.4262,medium
410.7,0.7729,0.4078,0.2543,0,critical,469.8,0,0.0,0.5279,medium
222.5,0.1808,0.3327,0.205,3,low,302.2,0,0.0,0.509,medium
136.2,0.3918,0.2265,0.253,3,medium,177.6,0,0.0,0.6098,high
923.2,0.4228,0.3437,0.3081,0,medium,1166.8,0,0.0,0.4025,medium
816.7,0.1818,0.3229,0.3603,0,low,1097.0,0,0.0,0.348,low
530.8,0.1689,0.1139,0.209,0,high,941.9,0,0.0,0.2205,low
232.3,0.0535,0.2906,0.2471,2,high,320.7,0,0.0,0.5239,medium
245.9,0.1984,0.2936,0.3107,0,high,307.9,1,46.3,0.283,low
734.0,0.1692,0.3232,0.1978,1,high,963.6,0,0.0,0.3742,medium
237.5,0.2906,0.0793,0.0609,0,medium,411.1,1,49.8,0.2032,low
198.1,0.5012,0.2238,0.0539,0,medium,287.4,0,0.0,0.2662,low
1009.2,0.0636,0.6347,0.2993,0,high,1220.6,1,215.0,0.4153,medium
289.7,0.2421,0.542,0.4323,3,medium,465.6,1,163.2,0.6495,high
943.4,0.2695,0.4623,0.1768,0,medium,1282.8,1,159.3,0.3056,low
120.4,0.3832,0.1448,0.4508,0,medium,209.1,0,0.0,0.2667,low
418.6,0.2818,0.5894,0.2064,1,critical,574.9,0,0.0,0.3018,low
1148.5,0.5183,0.7067,0.3984,0,low,1385.1,0,0.0,0.5543,medium
304.7,0.536,0.4665,0.0908,0,critical,501.1,0,0.0,0.3761,medium
251.7,0.2795,0.1449,0.3931,0,low,317.3,1,23.7,0.1611,low
139.9,0.3885,0.4947,0.3011,0,low,184.0,0,0.0,0.3045,low
604.0,0.1485,0.4178,0.2333,5,high,938.1,1,384.0,0.7382,high
181.2,0.1262,0.6539,0.1541,2,medium,215.2,0,0.0,0.4667,medium
281.0,0.0507,0.2214,0.2027,0,medium,456.7,1,47.8,0.1809,low
134.0,0.2704,0.186,0.1864,0,critical,224.0,1,44.7,0.2798,low
822.2,0.2593,0.4447,0.0948,0,low,1381.8,0,0.0,0.39,medium
633.1,0.4656,0.4495,0.1702,1,high,1092.9,0,0.0,0.3838,medium
292.8,0.3443,0.4274,0.3729,0,low,518.5,1,126.9,0.4843,medium
141.1,0.3886,0.3239,0.3993,0,medium,174.9,1,40.2,0.372,medium
811.1,0.3301,0.4958,0.1349,2,high,1166.9,0,0.0,0.4873,medium
235.6,0.0568,0.3228,0.2839,0,medium,415.0,0,0.0,0.2105,low
145.7,0.1324,0.0617,0.314,0,medium,180.5,1,32.3,0.3255,low
95.1,0.1539,0.3345,0.4678,0,medium,151.3,0,0.0,0.2457,low
196.4,0.4745,0.3797,0.0577,0,medium,348.7,1,84.3,0.3146,low
116.1,0.3969,0.2397,0.3619,0,low,203.9,0,0.0,0.2312,low
199.4,0.191,0.3061,0.3321,0,medium,312.5,1,49.5,0.3752,medium
484.9,0.3672,0.1778,0.0882,0,low,557.4,1,83.6,0.3176,low
234.2,0.4784,0.4475,0.4721,2,high,297.9,1,119.5,0.762,high
376.6,0.1521,0.3731,0.2359,3,high,615.7,0,0.0,0.5027,medium
186.8,0.4398,0.5915,0.0879,3,medium,251.5,1,180.3,0.7381,high
311.8,0.4624,0.2203,0.1849,0,high,490.5,0,0.0,0.2423,low
1041.7,0.4145,0.1486,0.1895,1,high,1531.6,0,0.0,0.4776,medium
238.3,0.4073,0.4429,0.0469,0,medium,371.7,1,41.5,0.2827,low
383.7,0.1126,0.4435,0.3651,0,medium,585.9,0,0.0,0.3619,medium
108.0,0.271,0.1563,0.2352,0,medium,120.2,1,37.0,0.3194,low
802.8,0.5366,0.2788,0.1162,1,high,961.9,0,0.0,0.2864,low
219.2,0.1576,0.6384,0.4264,0,medium,386.1,1,50.3,0.2199,low
591.6,0.1719,0.1121,0.0557,3,medium,900.6,0,0.0,0.5041,medium
275.9,0.5439,0.2782,0.4199,0,low,439.9,0,0.0,0.4057,medium
444.8,0.3629,0.2236,0.2319,1,medium,714.3,1,133.4,0.4965,medium
462.3,0.5079,0.2617,0.1154,3,high,693.3,0,0.0,0.5274,medium
222.7,0.4115,0.2866,0.5128,0,medium,296.7,1,67.6,0.4667,medium
607.7,0.45,0.4387,0.1487,0,high,1055.2,1,142.0,0.3747,medium
182.5,0.4107,0.3414,0.3856,4,critical,276.4,1,212.2,0.7827,high
495.5,0.2406,0.2229,0.2726,2,high,869.7,0,0.0,0.2759,low
231.9,0.5081,0.7585,0.265,2,high,372.9,0,0.0,0.6484,high
375.1,0.5778,0.2887,0.235,2,critical,600.4,1,238.2,0.7615,high
221.3,0.5255,0.3133,0.071,1,high,248.0,0,0.0,0.4839,medium
308.7,0.2026,0.3062,0.0863,0,low,486.0,0,0.0,0.2994,low
148.6,0.2589,0.6071,0.1949,4,critical,223.6,0,0.0,0.6341,high
351.0,0.3223,0.3957,0.3285,4,high,629.3,0,0.0,0.5984,medium
307.6,0.0264,0.6881,0.1221,0,medium,436.5,0,0.0,0.3211,low
210.4,0.3138,0.4001,0.0596,0,medium,332.8,0,0.0,0.2971,low
288.4,0.3555,0.4369,0.1614,0,medium,516.3,0,0.0,0.3288,low
326.1,0.2834,0.2883,0.3408,1,medium,509.8,1,152.1,0.5711,medium
200.2,0.2579,0.2454,0.1144,2,low,309.0,1,91.5,0.4389,medium
274.9,0.2438,0.4626,0.2238,0,medium,412.4,0,0.0,0.4018,medium
155.5,0.2427,0.5393,0.2311,0,medium,261.5,0,0.0,0.3596,medium
1373.0,0.3437,0.2524,0.3961,1,low,1783.4,1,341.3,0.4777,medium
594.9,0.0668,0.49,0.1164,4,high,782.1,1,283.4,0.6777,high
356.9,0.0405,0.7256,0.5803,0,critical,531.5,1,178.7,0.5339,medium
640.3,0.1891,0.3731,0.1046,0,high,1124.8,0,0.0,0.2458,low
82.6,0.6552,0.1688,0.2178,2,low,110.6,1,69.5,0.5651,medium
56.7,0.2497,0.0861,0.1597,1,medium,78.8,0,0.0,0.3403,low
230.5,0.5345,0.3719,0.1238,0,medium,288.7,1,59.2,0.4411,medium
122.0,0.2782,0.2891,0.5634,0,low,155.8,0,0.0,0.2109,low
256.3,0.3892,0.1166,0.3642,1,medium,362.1,0,0.0,0.3758,medium
341.6,0.2494,0.705,0.4366,1,low,578.5,1,158.6,0.4843,medium
543.6,0.3291,0.4124,0.1338,3,critical,970.0,0,0.0,0.6541,high
142.6,0.3428,0.2632,0.4403,1,low,253.5,0,0.0,0.4044,medium
387.5,0.0993,0.2945,0.2848,1,medium,501.6,1,126.5,0.4315,medium
301.7,0.2472,0.3755,0.2717,0,high,421.5,1,87.4,0.4633,medium
374.6,0.1635,0.5682,0.5854,2,medium,548.2,0,0.0,0.5039,medium
213.2,0.238,0.1896,0.2563,0,medium,303.8,0,0.0,0.3416,low
734.4,0.0762,0.1261,0.3573,3,medium,1288.3,0,0.0,0.4166,medium
279.4,0.2563,0.0815,0.2099,1,medium,501.6,1,96.8,0.2998,low
946.9,0.1319,0.5618,0.3533,0,medium,1298.4,0,0.0,0.4784,medium
178.8,0.1166,0.7309,0.1086,0,critical,224.9,0,0.0,0.2299,low
484.4,0.1323,0.1616,0.1839,1,high,550.5,1,102.7,0.335,low
287.5,0.2842,0.5266,0.304,1,medium,327.1,1,101.7,0.4669,medium
241.5,0.2832,0.3616,0.0684,0,medium,365.3,0,0.0,0.195,low
450.8,0.2116,0.1926,0.266,1,high,651.4,0,0.0,0.4522,medium
246.1,0.1444,0.1916,0.3576,0,high,434.0,1,69.0,0.403,medium
53.0,0.3707,0.4223,0.1898,2,medium,83.3,1,76.9,0.3933,medium
50.0,0.174,0.586,0.5399,0,low,68.1,1,24.3,0.4377,medium
683.4,0.0045,0.2629,0.2326,0,high,1075.8,0,0.0,0.3666,medium
664.9,0.3284,0.5004,0.033,3,medium,743.3,1,269.5,0.6767,high
1019.2,0.1161,0.7052,0.2686,1,medium,1697.1,1,389.0,0.5721,medium
295.5,0.1471,0.1226,0.231,0,low,346.1,0,0.0,0.2175,low
129.0,0.1585,0.6957,0.2996,1,medium,166.4,1,51.4,0.4195,medium
227.5,0.621,0.088,0.477,2,high,361.2,0,0.0,0.6201,high
301.1,0.4335,0.3892,0.184,1,medium,511.3,1,130.2,0.4543,medium
155.3,0.0243,0.4316,0.5635,0,medium,261.0,0,0.0,0.4108,medium
872.7,0.5217,0.3513,0.2593,1,low,1054.3,1,232.2,0.4725,medium
1281.4,0.3432,0.3196,0.1833,0,medium,1834.0,1,263.7,0.3736,medium
407.8,0.3595,0.0847,0.1264,0,medium,532.1,1,36.7,0.1842,low
296.8,0.2179,0.3989,0.2756,1,low,460.8,0,0.0,0.2917,low
128.8,0.5662,0.2738,0.5836,1,high,158.1,1,72.8,0.4513,medium
816.6,0.431,0.2941,0.4686,2,low,1388.0,0,0.0,0.4348,medium
314.1,0.6993,0.138,0.4057,0,medium,557.7,0,0.0,0.3879,medium
247.7,0.075,0.6841,0.2589,0,low,434.2,0,0.0,0.2701,low
408.6,0.3439,0.4366,0.4982,0,medium,644.4,1,85.0,0.2616,low
204.2,0.3322,0.1546,0.4473,1,medium,258.1,0,0.0,0.3323,low
328.8,0.7964,0.2965,0.1228,0,medium,583.0,0,0.0,0.3068,low
117.0,0.233,0.6176,0.4072,0,low,186.8,0,0.0,0.3181,low
605.8,0.4549,0.4681,0.3235,1,low,668.4,0,0.0,0.6024,high
279.3,0.4084,0.7211,0.0245,3,high,385.7,0,0.0,0.6855,high
634.7,0.2748,0.3954,0.6504,3,high,701.2,0,0.0,0.6986,high
262.2,0.1014,0.5623,0.2199,1,medium,406.4,0,0.0,0.3285,low
273.5,0.3786,0.2041,0.1896,1,medium,305.2,1,101.8,0.4234,medium
135.9,0.1748,0.4535,0.4582,0,high,204.2,0,0.0,0.315,low
489.7,0.4796,0.4061,0.6388,1,high,682.1,0,0.0,0.6046,high
169.1,0.3711,0.414,0.1255,0,high,234.6,0,0.0,0.3303,low
217.9,0.3679,0.1736,0.3323,0,medium,264.8,0,0.0,0.3382,low
299.1,0.2499,0.8468,0.0963,0,medium,489.1,0,0.0,0.4747,medium
323.4,0.0901,0.2397,0.3627,0,high,553.4,1,56.9,0.2277,low
98.6,0.0441,0.5792,0.0719,1,high,124.4,0,0.0,0.3929,medium
257.2,0.067,0.4898,0.2219,0,low,307.6,0,0.0,0.3401,low
501.1,0.6756,0.4799,0.272,1,high,779.1,1,191.0,0.5012,medium
233.7,0.5367,0.082,0.5046,5,medium,274.7,1,207.1,0.7715,high
258.2,0.2967,0.2313,0.3076,0,high,334.3,1,68.3,0.1941,low
332.1,0.2657,0.5447,0.2882,1,medium,447.7,1,138.7,0.4533,medium
275.4,0.3402,0.3938,0.1433,2,high,436.7,1,160.7,0.5182,medium
153.0,0.1095,0.6468,0.4662,0,high,181.0,0,0.0,0.3115,low
291.9,0.3265,0.5265,0.4469,1,high,426.8,1,124.4,0.6013,high
570.3,0.3524,0.576,0.0891,3,medium,797.2,1,278.7,0.71,high
150.9,0.4918,0.4717,0.3135,0,medium,258.3,0,0.0,0.437,medium
234.3,0.6009,0.1035,0.1243,1,high,364.9,0,0.0,0.4239,medium
121.7,0.6794,0.302,0.1783,0,high,194.0,0,0.0,0.3305,low
551.1,0.3401,0.3639,0.1356,0,critical,780.4,1,130.9,0.4196,medium
281.5,0.2818,0.2038,0.381,1,high,314.7,1,60.1,0.369,medium
172.0,0.1995,0.2062,0.4,0,medium,245.4,0,0.0,0.4157,medium
317.3,0.5023,0.3095,0.3175,1,low,549.3,1,88.8,0.2835,low
136.7,0.2175,0.5597,0.2945,0,high,189.6,1,37.4,0.1607,low
152.7,0.165,0.2191,0.4299,4,high,180.8,1,107.5,0.6173,high
115.7,0.4747,0.528,0.423,0,medium,194.0,0,0.0,0.5058,medium
149.4,0.5913,0.5228,0.3126,0,medium,176.9,0,0.0,0.3606,medium
722.2,0.2607,0.2965,0.5287,1,medium,1102.0,0,0.0,0.4944,medium
185.6,0.277,0.4617,0.2908,0,high,276.4,0,0.0,0.3952,medium
404.7,0.633,0.4838,0.2694,1,medium,696.1,0,0.0,0.3896,medium
173.5,0.2224,0.2245,0.2696,0,high,293.8,0,0.0,0.2665,low
489.7,0.2465,0.4053,0.3006,0,critical,649.6,1,84.8,0.2492,low
153.4,0.3863,0.583,0.486,1,medium,173.1,1,75.2,0.5499,medium
306.6,0.2043,0.4977,0.2612,0,high,345.8,0,0.0,0.3453,low
309.3,0.2627,0.1116,0.1368,0,medium,402.5,0,0.0,0.2029,low
1357.1,0.1925,0.2029,0.1421,0,medium,2226.8,0,0.0,0.2788,low
450.2,0.2664,0.2102,0.1145,2,medium,623.7,0,0.0,0.3799,medium
203.3,0.4826,0.4766,0.1091,1,medium,320.4,1,114.3,0.4153,medium
466.5,0.1963,0.1611,0.1693,0,low,640.0,0,0.0,0.0826,low
1199.7,0.1472,0.2887,0.433,0,medium,1528.6,0,0.0,0.4115,medium
103.6,0.139,0.246,0.269,0,high,164.7,0,0.0,0.2528,low
172.8,0.0327,0.7423,0.2108,0,medium,267.1,1,32.5,0.2805,low
256.2,0.5771,0.2628,0.1726,5,low,313.9,1,234.5,0.7521,high
227.9,0.423,0.2966,0.3347,2,medium,399.2,0,0.0,0.4861,medium
240.7,0.0755,0.213,0.4786,1,low,306.9,1,76.2,0.3839,medium
128.0,0.0943,0.3526,0.0581,3,medium,170.7,1,91.9,0.4007,medium
744.4,0.6231,0.2883,0.6818,0,medium,844.0,1,163.5,0.3697,medium
118.5,0.4002,0.2569,0.0518,2,high,135.9,1,72.8,0.358,medium
262.4,0.2646,0.6878,0.4676,0,low,429.8,0,0.0,0.369,medium
589.8,0.3989,0.2737,0.0613,2,critical,908.0,0,0.0,0.5627,medium
293.1,0.23,0.4945,0.1646,0,low,407.3,1,46.5,0.2518,low
158.1,0.1942,0.4136,0.2319,0,medium,219.6,0,0.0,0.2942,low
124.4,0.336,0.27,0.4546,0,high,182.1,0,0.0,0.3378,low
257.4,0.3708,0.2114,0.3657,0,high,433.3,0,0.0,0.2154,low
182.7,0.2241,0.5808,0.2523,0,medium,315.6,0,0.0,0.3394,low
341.5,0.1733,0.4926,0.0429,0,high,377.8,1,49.3,0.2144,low
120.2,0.4542,0.5331,0.1936,0,critical,173.3,1,53.4,0.4084,medium
507.0,0.3908,0.1222,0.3381,0,medium,896.9,0,0.0,0.172,low
322.2,0.2904,0.2974,0.1603,2,medium,549.3,1,130.9,0.4,medium
338.1,0.078,0.4687,0.327,0,critical,512.2,1,86.6,0.2674,low
762.6,0.4906,0.4524,0.3847,1,critical,1212.2,0,0.0,0.5964,medium
224.8,0.1097,0.4455,0.6049,2,low,330.7,0,0.0,0.3813,medium
186.5,0.0338,0.202,0.4479,0,high,263.2,1,33.5,0.1335,low
209.3,0.2714,0.1692,0.3302,1,medium,235.2,0,0.0,0.1643,low
263.7,0.2592,0.3498,0.2589,2,medium,338.4,0,0.0,0.5485,medium
281.7,0.1667,0.361,0.5327,1,low,369.7,1,96.4,0.5231,medium
174.2,0.4375,0.5595,0.5864,0,critical,210.4,1,69.9,0.5163,medium
80.2,0.1281,0.4242,0.5506,1,low,114.3,0,0.0,0.3816,medium
207.6,0.2263,0.3365,0.1037,1,high,319.6,0,0.0,0.2319,low
377.6,0.416,0.3972,0.039,0,medium,530.5,1,97.5,0.498,medium
326.5,0.1922,0.2217,0.3505,0,medium,552.9,0,0.0,0.2567,low
651.8,0.2654,0.3416,0.1861,1,medium,1002.7,1,167.6,0.3654,medium
1065.4,0.5376,0.5549,0.4099,1,medium,1674.0,0,0.0,0.5724,medium
489.6,0.3548,0.1087,0.236,1,medium,871.4,0,0.0,0.3405,low
734.1,0.051,0.3269,0.3968,0,medium,1030.0,0,0.0,0.3624,medium
492.0,0.1165,0.1956,0.0201,2,medium,767.8,1,151.5,0.3438,low
908.2,0.0639,0.3959,0.2765,5,high,1573.9,1,539.0,0.746,high
995.3,0.2674,0.7307,0.0842,0,medium,1314.7,1,251.3,0.4873,medium
554.6,0.2623,0.6789,0.2194,0,medium,684.4,0,0.0,0.4564,medium
473.0,0.169,0.446,0.209,3,critical,546.2,1,172.1,0.5995,medium
261.5,0.5781,0.1968,0.1868,4,high,461.0,0,0.0,0.5026,medium
290.9,0.2101,0.5362,0.2513,0,low,322.3,0,0.0,0.2588,low
239.9,0.4602,0.659,0.3358,0,medium,428.2,1,88.9,0.3155,low
447.6,0.1836,0.4019,0.4855,0,critical,607.9,1,108.0,0.4306,medium
187.1,0.4787,0.2319,0.1274,0,medium,255.4,0,0.0,0.1782,low
264.0,0.3391,0.3664,0.1793,0,low,469.2,1,49.2,0.2514,low
64.7,0.1684,0.6036,0.3515,0,medium,87.5,0,0.0,0.3202,low
916.0,0.6233,0.306,0.0824,2,medium,1038.7,1,255.6,0.5095,medium
259.0,0.2145,0.2888,0.2309,1,medium,293.4,1,92.4,0.3429,low
401.9,0.3981,0.4589,0.2699,2,medium,633.8,0,0.0,0.6724,high
770.9,0.3557,0.3537,0.2736,1,medium,1321.0,0,0.0,0.4248,medium
363.3,0.291,0.1018,0.0421,0,medium,447.4,1,18.8,0.1936,low
