distance_km,estimated_time_min,weather_risk,traffic_risk,disruption_risk,cost,route_score
443.5,694.2,0.3907,0.5258,0.2575,1167.28,0.7041
168.7,300.2,0.222,0.5134,0.1929,660.05,0.7675
922.2,1028.3,0.122,0.4178,0.056,3679.3,0.7561
187.6,289.9,0.2917,0.4811,0.2425,418.15,0.7822
132.6,218.8,0.6882,0.2625,0.0449,505.17,0.8619
122.0,151.8,0.5631,0.4359,0.4622,401.86,0.8192
72.7,100.7,0.0227,0.2452,0.1539,243.96,0.9285
715.4,880.4,0.5376,0.1953,0.1622,1396.98,0.7762
638.9,797.0,0.7238,0.226,0.1501,2222.18,0.7063
372.6,497.6,0.1351,0.1927,0.1177,1369.66,0.9155
130.7,150.9,0.3881,0.203,0.0464,344.88,0.8385
869.5,1205.1,0.0876,0.4509,0.2009,2591.15,0.8122
191.3,325.7,0.2868,0.5439,0.3191,481.27,0.6522
202.7,258.1,0.2432,0.1787,0.2631,527.8,0.9007
669.2,1294.6,0.2655,0.4115,0.0419,2590.43,0.7744
388.1,412.0,0.7395,0.3467,0.368,998.89,0.7291
1142.3,1530.0,0.1915,0.3297,0.0795,2322.98,0.6605
291.2,443.3,0.1269,0.4129,0.2334,874.96,0.7931
185.3,269.1,0.4221,0.5048,0.1147,719.85,0.8372
159.5,308.7,0.2988,0.369,0.3036,561.91,0.8299
67.2,79.9,0.1838,0.3368,0.0497,107.86,0.9688
201.3,252.3,0.3303,0.5563,0.2235,381.38,0.7955
545.2,825.9,0.2364,0.5382,0.1187,1186.87,0.6827
372.1,564.0,0.3423,0.0227,0.0282,1362.98,0.9293
248.2,433.1,0.0862,0.3706,0.3073,714.5,0.9028
121.9,213.8,0.6138,0.4959,0.4979,301.81,0.7602
286.8,233.2,0.2941,0.4289,0.0663,603.32,0.8108
497.2,853.7,0.15,0.3343,0.0032,1528.65,0.7694
330.8,549.6,0.6308,0.4274,0.0084,519.82,0.8229
275.0,413.3,0.1451,0.4911,0.4074,1026.56,0.7456
140.1,165.3,0.1267,0.4227,0.1515,383.65,0.8904
449.0,847.9,0.4517,0.3281,0.0284,1261.31,0.8435
50.0,84.3,0.1006,0.3537,0.0764,160.25,1.0
319.9,354.7,0.0924,0.6113,0.331,734.16,0.7341
1479.2,1725.1,0.4667,0.1905,0.0486,4998.9,0.5907
85.1,140.7,0.1888,0.4628,0.039,312.73,0.7747
206.7,392.9,0.1608,0.1527,0.1967,546.45,0.8216
243.3,337.9,0.0958,0.5058,0.7615,917.78,0.7986
177.0,328.4,0.1249,0.5507,0.2858,281.13,0.8653
505.5,636.1,0.0809,0.6113,0.1598,1172.85,0.7317
340.6,434.0,0.4401,0.2155,0.1743,678.96,0.8963
272.2,441.8,0.2233,0.4145,0.3126,990.06,0.8432
427.6,368.0,0.3663,0.5424,0.3095,1326.85,0.8293
247.6,239.3,0.2161,0.145,0.0849,885.81,0.9641
2266.3,3794.0,0.2383,0.5945,0.1354,7630.75,0.3923
272.0,296.7,0.5093,0.6608,0.3066,488.84,0.6802
280.5,283.4,0.1878,0.6709,0.5297,1048.82,0.6725
73.9,67.0,0.4559,0.4412,0.5151,173.1,0.8383
167.3,178.9,0.2551,0.4435,0.2736,569.5,0.7429
546.3,601.2,0.5978,0.1917,0.2217,1179.63,0.7105
96.1,116.2,0.1491,0.216,0.248,227.49,0.8749
54.0,104.1,0.2857,0.4176,0.0605,184.94,0.7787
250.3,393.8,0.1507,0.288,0.2354,886.3,0.8229
638.8,1042.4,0.3987,0.2942,0.1289,1418.52,0.7172
252.1,241.8,0.5699,0.4173,0.3599,938.65,0.7289
193.4,199.4,0.7448,0.7876,0.1597,335.84,0.7118
66.6,125.1,0.4865,0.6903,0.0778,151.21,0.7541
335.8,524.3,0.2423,0.4875,0.0946,791.03,0.8605
388.7,688.7,0.4294,0.5698,0.2661,814.01,0.6585
70.3,86.4,0.438,0.3988,0.1606,207.53,0.7115
541.4,808.1,0.3808,0.5244,0.1867,1821.62,0.677
418.2,586.6,0.1962,0.33,0.0566,1488.75,0.8236
540.6,565.7,0.662,0.2694,0.2411,1269.95,0.8025
368.1,658.9,0.1664,0.2865,0.1285,814.1,0.8338
386.7,464.2,0.1668,0.0777,0.1909,1287.05,0.7516
352.3,479.2,0.2632,0.5256,0.1643,637.39,0.7558
449.4,431.2,0.5592,0.5148,0.0547,747.82,0.7109
68.5,107.3,0.1825,0.1939,0.0911,231.45,0.8764
85.6,149.7,0.2359,0.1625,0.0593,215.43,0.8835
146.2,188.9,0.416,0.4258,0.347,281.83,0.7714
223.4,441.0,0.2026,0.5671,0.0352,747.17,0.789
321.1,356.1,0.6315,0.5908,0.1753,1217.78,0.6963
307.1,567.5,0.1336,0.3219,0.0936,1167.51,0.8756
534.8,890.8,0.2489,0.277,0.0511,2124.07,0.7487
546.7,1045.7,0.1544,0.1742,0.0439,1510.29,0.9561
132.9,224.4,0.8125,0.0882,0.0836,448.29,0.8392
289.2,403.0,0.3767,0.5958,0.4371,629.56,0.6646
135.2,175.2,0.0668,0.3444,0.0977,253.09,0.9348
214.5,385.1,0.5375,0.4524,0.156,661.49,0.8153
306.5,554.3,0.2051,0.4487,0.1645,1044.04,0.7768
50.0,75.3,0.5224,0.1893,0.1069,168.31,0.8649
1323.3,2173.6,0.2205,0.7062,0.1624,3993.11,0.5756
363.8,493.0,0.2311,0.2025,0.0665,1087.53,0.7992
161.3,171.3,0.3267,0.1822,0.3463,365.53,0.8827
943.1,811.0,0.1504,0.2364,0.0498,3271.27,0.7696
191.9,304.0,0.39,0.6397,0.0884,760.53,0.7336
268.5,430.4,0.2015,0.3368,0.1084,767.78,0.8178
174.0,278.1,0.1045,0.3051,0.2488,300.01,0.8518
777.7,1147.1,0.4547,0.4737,0.1043,2118.72,0.7064
227.4,275.3,0.3513,0.3869,0.2502,459.99,0.8492
271.7,296.3,0.4253,0.3276,0.0432,802.78,0.7436
568.3,499.4,0.159,0.4418,0.2596,1596.14,0.81
368.6,360.3,0.3418,0.4424,0.1225,1205.42,0.8508
235.6,366.0,0.1841,0.3138,0.1411,369.12,0.8734
532.3,916.5,0.1519,0.2857,0.1057,1507.61,0.8253
1446.6,2732.8,0.4359,0.5568,0.2037,2256.36,0.5236
305.6,275.2,0.2267,0.2483,0.3871,482.35,0.8262
265.5,471.8,0.0847,0.1504,0.1123,564.08,0.8796
275.7,418.3,0.2668,0.2368,0.4269,785.28,0.8455
612.3,711.3,0.0718,0.4838,0.4036,1710.04,0.6298
160.9,268.8,0.5699,0.401,0.0709,506.45,0.7754
201.4,400.2,0.1917,0.1393,0.2586,572.86,0.8934
83.4,104.7,0.187,0.2035,0.3343,325.86,0.9708
106.8,165.9,0.2985,0.6398,0.1834,377.1,0.8733
170.3,189.5,0.134,0.4368,0.5637,479.93,0.8476
235.3,246.1,0.1106,0.1055,0.6534,359.06,0.8817
844.2,826.4,0.2574,0.493,0.0393,2469.13,0.7708
356.1,298.6,0.2927,0.1595,0.1632,1082.03,0.8148
129.2,215.6,0.3295,0.615,0.0319,303.25,0.8287
147.0,143.3,0.3903,0.4425,0.4167,267.37,0.8005
640.5,1032.3,0.3418,0.5085,0.4656,2033.6,0.7176
538.4,992.6,0.2401,0.251,0.0743,1454.54,0.7179
249.6,453.2,0.7689,0.5421,0.0801,516.94,0.7461
179.5,208.0,0.2802,0.3137,0.1817,581.99,0.8558
537.8,510.5,0.3439,0.384,0.1748,2143.07,0.6391
122.1,162.6,0.1452,0.5204,0.2421,467.13,0.866
322.0,327.6,0.3387,0.3079,0.2373,1028.2,0.8031
1200.9,1499.0,0.1531,0.5254,0.4451,3119.05,0.6541
282.5,418.9,0.5543,0.4112,0.0613,981.72,0.7568
142.2,223.7,0.5781,0.4344,0.292,497.8,0.7921
326.1,346.3,0.3427,0.771,0.1552,674.31,0.7076
176.1,188.9,0.5692,0.1097,0.1328,677.24,0.7927
92.2,169.6,0.4102,0.6814,0.2529,162.08,0.768
399.7,773.0,0.1115,0.6121,0.4172,1167.35,0.7587
535.1,840.6,0.4853,0.5857,0.2692,1135.1,0.7297
196.8,289.0,0.4163,0.213,0.1569,660.16,0.837
187.9,298.7,0.1476,0.4977,0.1074,698.89,0.9095
124.8,119.1,0.1073,0.7201,0.1317,233.67,0.8421
220.3,413.4,0.2524,0.38,0.2868,578.67,0.8897
165.1,173.4,0.1464,0.2099,0.2524,430.45,0.818
120.6,193.4,0.4587,0.7385,0.2264,291.74,0.8101
920.1,981.2,0.2186,0.3475,0.2288,3110.76,0.7178
339.2,558.6,0.504,0.6409,0.1305,890.23,0.7905
365.3,622.5,0.0272,0.1711,0.0281,1390.92,0.8493
454.1,767.1,0.0271,0.6498,0.0985,1119.0,0.7337
419.8,551.8,0.3157,0.2129,0.3829,642.87,0.7709
183.2,280.1,0.2111,0.3414,0.0418,420.21,0.8741
296.1,449.4,0.4953,0.5415,0.0622,578.38,0.835
202.7,337.4,0.4148,0.1131,0.1218,752.27,0.8447
332.6,465.2,0.3011,0.338,0.0314,663.74,0.7788
310.8,437.9,0.4652,0.223,0.1274,767.01,0.7744
187.2,303.5,0.6003,0.498,0.1877,484.51,0.7114
96.5,96.9,0.6435,0.1305,0.3759,228.87,0.8057
271.1,429.1,0.2377,0.4159,0.49,416.95,0.8113
212.1,207.4,0.3722,0.2523,0.0997,490.75,0.8515
65.2,108.8,0.3745,0.2652,0.187,116.38,0.9485
349.1,442.2,0.0445,0.5291,0.0747,693.95,0.8125
480.9,869.3,0.2194,0.3502,0.0188,737.48,0.8191
1436.3,1301.5,0.0476,0.2028,0.1565,2678.76,0.8013
186.1,251.7,0.2429,0.2051,0.1256,367.48,0.8445
167.8,167.9,0.2095,0.2072,0.2236,610.22,0.8687
112.6,207.4,0.6817,0.524,0.3164,225.71,0.7796
283.2,269.1,0.297,0.361,0.3999,437.13,0.8109
281.9,389.7,0.3428,0.4415,0.3286,1107.77,0.8064
138.7,128.4,0.3346,0.3202,0.3935,213.33,0.8822
216.5,380.4,0.3655,0.4315,0.2114,620.44,0.7848
61.2,69.7,0.2309,0.4697,0.0836,151.64,0.8832
468.0,708.0,0.3595,0.4084,0.1674,1516.97,0.7594
142.7,143.3,0.2125,0.0912,0.192,226.1,0.9212
238.8,291.8,0.1689,0.5206,0.0717,729.72,0.8115
90.1,84.4,0.579,0.5722,0.1935,272.67,0.8427
162.8,237.8,0.5179,0.2873,0.138,445.82,0.8722
201.2,161.8,0.5429,0.4146,0.1978,437.77,0.724
242.8,483.5,0.3091,0.0598,0.2636,900.17,0.8787
342.3,444.9,0.2493,0.6331,0.1149,632.89,0.7853
670.1,1042.2,0.4391,0.37,0.1455,1446.46,0.8315
408.7,467.6,0.3405,0.3378,0.0529,837.68,0.8829
479.9,529.7,0.3218,0.3182,0.1013,1733.68,0.7729
673.4,1222.4,0.6689,0.3413,0.0779,1516.6,0.7467
364.6,623.4,0.1008,0.5744,0.4153,1292.43,0.7328
238.5,374.9,0.1267,0.1012,0.0482,367.89,0.9204
495.9,844.4,0.069,0.1668,0.2561,1052.11,0.8658
518.6,524.0,0.279,0.3321,0.4666,1726.34,0.7119
385.3,740.1,0.6105,0.5406,0.095,1299.55,0.7639
88.4,118.9,0.3745,0.4096,0.2426,180.6,0.9299
135.8,250.2,0.5805,0.3729,0.2548,384.91,0.7646
201.9,339.8,0.2725,0.2504,0.1002,456.38,0.8686
422.3,482.7,0.1685,0.0706,0.2242,880.64,0.8829
241.1,357.5,0.3384,0.3513,0.1064,433.61,0.8443
542.3,1062.9,0.2137,0.1788,0.1124,1676.38,0.7509
614.4,518.9,0.2447,0.4215,0.2516,1411.81,0.7641
566.5,743.1,0.1358,0.4532,0.3948,994.47,0.6644
569.0,878.9,0.3347,0.3931,0.3262,1494.28,0.7438
118.4,143.0,0.2379,0.1671,0.579,295.7,0.8644
343.0,405.3,0.1071,0.4689,0.0799,1356.0,0.8743
159.9,271.6,0.1589,0.1504,0.0489,319.44,0.9098
77.1,146.5,0.1318,0.3932,0.3666,203.04,0.8965
200.1,289.2,0.0852,0.1615,0.3623,772.65,0.8672
618.5,1198.6,0.5376,0.7119,0.1177,1594.65,0.6621
337.8,311.3,0.3093,0.3379,0.1448,1336.01,0.8286
1004.7,1078.0,0.2055,0.1179,0.0679,2030.0,0.8512
277.0,250.8,0.2019,0.3497,0.0545,705.46,0.8496
1357.6,1795.6,0.5862,0.3605,0.1945,4171.49,0.5925
277.1,430.0,0.2314,0.2316,0.3925,676.85,0.8766
248.6,258.7,0.0476,0.6542,0.2597,865.24,0.8311
99.9,133.7,0.2104,0.2374,0.2111,388.29,0.8522
532.4,863.2,0.453,0.3825,0.016,1078.28,0.7648
172.2,269.9,0.2173,0.2325,0.063,637.53,0.8417
155.6,241.9,0.3351,0.1554,0.0726,394.17,0.9187
600.0,916.3,0.2549,0.1258,0.2764,2281.48,0.7781
550.5,1092.1,0.2769,0.256,0.1194,2159.11,0.8478
540.5,895.4,0.3777,0.4852,0.186,1860.9,0.6959
189.9,358.7,0.582,0.6529,0.043,479.28,0.7408
236.1,458.6,0.2945,0.2819,0.32,814.33,0.854
234.7,429.8,0.6761,0.5422,0.2099,600.59,0.7105
423.2,386.9,0.4936,0.2097,0.067,1579.93,0.787
726.0,1041.8,0.1563,0.3881,0.0393,2614.57,0.8178
316.6,398.2,0.5066,0.3958,0.1209,1137.14,0.8162
975.0,893.6,0.2873,0.1732,0.0875,2379.19,0.7237
458.5,677.3,0.3871,0.4739,0.2554,1620.75,0.7941
207.6,219.1,0.5109,0.3554,0.0419,758.15,0.8168
437.1,654.8,0.4597,0.2526,0.0933,688.22,0.8408
807.7,1438.4,0.2897,0.2742,0.1701,2512.06,0.7053
991.1,1261.3,0.5437,0.7908,0.1522,1868.44,0.6007
561.6,1089.4,0.3942,0.4493,0.3993,1344.75,0.7414
249.1,428.4,0.673,0.6327,0.2052,879.07,0.7928
210.3,371.1,0.187,0.3548,0.0846,501.33,0.7778
366.2,342.3,0.3383,0.6731,0.1066,979.22,0.7849
789.8,1524.5,0.1599,0.662,0.5401,2693.51,0.5325
331.5,278.9,0.3277,0.4477,0.0508,835.7,0.8958
336.4,609.7,0.4988,0.1807,0.2356,811.38,0.7243
253.7,211.9,0.4164,0.5022,0.1071,935.12,0.7695
194.5,193.5,0.1397,0.6239,0.1606,520.2,0.8162
218.4,257.4,0.4053,0.4808,0.3955,793.87,0.8039
269.0,453.4,0.1953,0.309,0.2444,423.84,0.8946
814.6,1530.8,0.1738,0.382,0.1842,2001.44,0.7046
206.9,331.0,0.0799,0.5559,0.3909,695.62,0.7735
253.9,424.8,0.4978,0.6996,0.3899,732.23,0.731
133.5,153.2,0.1382,0.6678,0.0896,342.44,0.7657
404.1,796.2,0.5113,0.548,0.171,1144.44,0.7105
636.9,821.2,0.2703,0.4679,0.1755,1416.25,0.808
762.9,1446.1,0.025,0.4998,0.0208,2470.48,0.7639
282.1,489.5,0.1982,0.283,0.0629,1125.36,0.7544
365.8,453.8,0.4244,0.517,0.3333,868.86,0.7808
219.8,266.3,0.3983,0.468,0.1881,518.98,0.803
354.1,572.0,0.0462,0.1155,0.1955,1342.77,0.8333
304.8,587.9,0.6198,0.192,0.1414,1109.65,0.8573
254.9,409.5,0.5668,0.5034,0.0953,559.96,0.725
269.5,492.8,0.2144,0.7227,0.5417,653.79,0.7172
335.7,657.9,0.5657,0.5072,0.0897,595.01,0.7859
199.2,238.2,0.4707,0.2008,0.1298,715.0,0.8485
206.5,298.6,0.1585,0.2832,0.1506,612.34,0.8836
808.5,1237.7,0.1963,0.435,0.1304,2248.12,0.7144
1631.7,1730.6,0.5294,0.3958,0.151,5734.18,0.6341
105.3,185.0,0.3405,0.3935,0.3934,402.33,0.8331
101.3,112.9,0.3653,0.2487,0.2271,374.49,0.7755
125.2,206.4,0.1441,0.3166,0.137,273.05,0.9003
227.6,325.2,0.1378,0.0616,0.313,789.62,0.8046
458.1,826.4,0.3081,0.1905,0.2279,1511.62,0.8831
370.1,523.3,0.0696,0.2574,0.0926,1337.47,0.9199
276.0,415.1,0.2823,0.1519,0.192,569.0,0.8934
354.3,360.5,0.247,0.5959,0.1643,1254.03,0.8264
150.7,266.8,0.2754,0.3179,0.2295,486.33,0.7552
206.3,264.5,0.1715,0.5508,0.3544,651.29,0.8084
241.3,360.9,0.1359,0.5301,0.0822,847.28,0.848
80.7,146.5,0.2878,0.5511,0.1151,240.27,0.8216
108.5,149.3,0.0255,0.3665,0.3993,240.67,0.8894
111.6,126.0,0.2743,0.1905,0.1454,190.18,0.8848
417.7,467.2,0.0197,0.285,0.1573,1665.92,0.8006
290.5,429.9,0.2584,0.6775,0.0636,479.18,0.8112
375.3,431.4,0.4099,0.1477,0.0667,1191.98,0.8964
67.5,81.4,0.1427,0.5219,0.0157,120.42,0.878
86.6,93.7,0.0988,0.4037,0.182,187.53,0.8605
389.3,519.9,0.1751,0.7188,0.0166,662.22,0.8233
50.0,68.0,0.231,0.4517,0.3042,142.46,0.8648
576.7,825.3,0.3768,0.5881,0.1804,2274.04,0.7266
68.3,103.2,0.1103,0.478,0.3104,149.67,0.9032
441.6,664.8,0.384,0.1274,0.0401,1469.6,0.8091
131.4,163.0,0.1739,0.6327,0.2903,345.98,0.8114
509.9,959.0,0.167,0.4708,0.6024,1583.4,0.6821
2311.6,3268.6,0.5861,0.2985,0.553,5434.96,0.3482
50.0,89.9,0.2749,0.3384,0.2186,106.28,0.8603
398.1,584.8,0.117,0.5838,0.162,1115.0,0.8279
69.0,85.9,0.1897,0.5637,0.166,185.52,0.8384
329.9,556.3,0.2289,0.7251,0.0386,978.03,0.759
211.7,214.3,0.0363,0.3808,0.2048,442.01,0.8672
268.0,526.2,0.5904,0.0723,0.0712,698.49,0.7682
129.3,192.2,0.2288,0.5077,0.116,278.05,0.8369
422.6,390.9,0.2531,0.2089,0.3675,645.98,0.7165
88.8,115.9,0.0439,0.3021,0.0081,169.62,0.9079
583.6,965.8,0.29,0.3945,0.0026,1416.5,0.7084
183.7,162.0,0.5559,0.1889,0.1912,631.35,0.8519
91.7,102.1,0.4666,0.3803,0.0455,345.6,0.8282
747.3,1426.8,0.5121,0.2434,0.3034,1897.87,0.5904
233.4,286.5,0.1736,0.6551,0.0223,559.97,0.8198
930.1,921.8,0.0863,0.4708,0.5207,2460.41,0.6836
575.3,528.2,0.2396,0.1181,0.087,1234.27,0.8218
140.0,215.9,0.5579,0.7214,0.1125,319.38,0.7552
230.6,338.9,0.4497,0.3008,0.0337,650.5,0.9143
266.3,420.1,0.188,0.1476,0.165,602.02,0.8699
712.2,1388.6,0.2057,0.4452,0.175,1120.91,0.6529
332.4,289.9,0.0859,0.5948,0.0976,601.68,0.8549
276.8,287.1,0.0407,0.3728,0.0366,824.09,0.9047
212.7,229.9,0.1907,0.1968,0.1676,373.71,0.8111
236.2,310.0,0.2345,0.6431,0.1081,817.03,0.8289
609.9,576.5,0.2346,0.1443,0.6218,962.23,0.8099
245.3,316.9,0.2673,0.4569,0.0141,375.46,0.8397
185.6,330.2,0.4603,0.6664,0.0802,452.97,0.7859
164.8,164.2,0.479,0.168,0.0181,480.9,0.8211
166.1,315.5,0.2712,0.4575,0.0745,394.23,0.877
91.7,173.6,0.0741,0.5252,0.2291,162.17,0.8922
144.7,204.9,0.2843,0.5117,0.5029,503.96,0.8371
698.5,1279.7,0.1424,0.5578,0.0887,2580.84,0.7118
211.7,350.2,0.5502,0.5924,0.0575,550.44,0.6837
400.6,492.0,0.213,0.2484,0.0821,961.48,0.935
50.0,73.7,0.1668,0.542,0.0699,148.04,0.8761
364.2,342.4,0.5216,0.6245,0.0364,1248.07,0.6618
218.6,304.9,0.185,0.5327,0.2737,787.46,0.8096
174.7,313.7,0.2858,0.3455,0.1443,364.9,0.8664
277.7,417.2,0.2306,0.3169,0.3388,418.78,0.8337
172.9,217.6,0.5042,0.3371,0.2452,331.47,0.8441
55.3,88.3,0.175,0.3255,0.2513,125.39,0.9584
466.6,920.3,0.3095,0.2518,0.2771,1724.22,0.769
290.1,255.5,0.1581,0.1462,0.2172,594.89,0.8128
196.4,235.0,0.1824,0.5986,0.3654,426.07,0.7003
124.4,122.8,0.2494,0.4011,0.5665,300.64,0.7605
87.5,170.4,0.2142,0.3955,0.507,338.85,0.8085
286.2,416.5,0.0952,0.4291,0.5373,554.75,0.8089
757.0,723.4,0.3385,0.2644,0.2578,1819.23,0.7251
282.1,432.9,0.266,0.4578,0.0713,572.76,0.8662
93.0,130.2,0.4229,0.2506,0.0708,145.8,0.7998
286.5,249.6,0.3857,0.2026,0.0675,465.04,0.8728
235.7,433.1,0.2036,0.5714,0.1967,416.33,0.8497
448.0,739.7,0.25,0.3014,0.0262,1435.71,0.7146
374.2,301.7,0.1503,0.3002,0.0528,677.8,0.8315
50.0,97.6,0.1906,0.3791,0.336,147.29,0.8656
358.4,355.2,0.2048,0.5272,0.1132,600.43,0.7307
121.2,97.0,0.6562,0.5408,0.0682,313.25,0.8085
90.4,118.7,0.4466,0.1375,0.073,342.84,0.805
214.4,207.8,0.1427,0.1532,0.6133,438.97,0.864
326.3,484.2,0.2977,0.5486,0.2762,822.24,0.7627
77.6,91.1,0.3653,0.4449,0.3175,272.47,0.7857
400.7,409.6,0.1027,0.4493,0.0796,884.24,0.9109
417.5,827.7,0.4703,0.4686,0.3037,1367.86,0.7094
252.9,303.3,0.6698,0.3643,0.2215,385.18,0.7418
133.3,173.0,0.2408,0.1869,0.5945,343.91,0.7573
123.3,142.1,0.059,0.294,0.1093,366.68,0.8457
501.8,905.4,0.2252,0.2746,0.2242,1724.6,0.7922
85.0,88.0,0.4645,0.3267,0.213,161.84,0.8876
515.5,491.4,0.1654,0.2686,0.0885,1311.33,0.8648
218.0,404.9,0.0814,0.381,0.1542,746.39,0.7996
228.8,233.4,0.2827,0.3336,0.1641,382.25,0.8202
74.0,135.4,0.3765,0.4132,0.4352,285.0,0.7854
220.8,329.8,0.1871,0.2042,0.227,439.33,0.905
376.0,672.3,0.136,0.3355,0.3028,1064.32,0.8064
96.0,84.9,0.5015,0.2804,0.0531,224.29,0.8875
346.9,678.7,0.5341,0.3517,0.0767,1102.91,0.831
260.4,302.0,0.4387,0.1905,0.3013,930.29,0.8692
155.9,135.7,0.1884,0.0715,0.1845,426.61,0.9519
445.1,764.6,0.3364,0.2692,0.1631,1745.63,0.8867
52.4,53.1,0.1532,0.5053,0.0142,169.03,0.935
311.9,380.9,0.2486,0.474,0.0202,864.72,0.8407
760.2,1150.7,0.2589,0.5159,0.25,2669.87,0.7235
670.5,591.6,0.1435,0.1618,0.4668,1179.5,0.724
321.5,335.1,0.1443,0.2634,0.0882,725.98,0.8675
198.1,274.8,0.2735,0.494,0.1194,588.98,0.8882
156.8,204.8,0.4203,0.2714,0.0681,365.72,0.786
197.9,290.8,0.5113,0.0676,0.2108,639.0,0.8605
358.0,599.5,0.1715,0.5425,0.47,1067.74,0.7635
139.1,170.2,0.1632,0.2534,0.0318,513.21,0.9058
415.8,534.4,0.268,0.1535,0.1956,1314.03,0.8285
1089.2,1227.4,0.4339,0.3632,0.1525,4073.58,0.6422
234.3,283.0,0.1706,0.403,0.0423,881.82,0.9135
95.5,82.2,0.3202,0.0962,0.1961,306.34,0.8654
95.5,142.8,0.3782,0.4563,0.0416,243.57,0.8186
421.4,424.5,0.3813,0.1624,0.5218,1499.01,0.7546
234.7,389.4,0.0718,0.3072,0.242,817.76,0.7421
452.0,384.5,0.1957,0.5588,0.1157,1737.02,0.7842
168.4,146.8,0.4719,0.4066,0.1653,579.51,0.8223
437.7,499.6,0.2803,0.4918,0.3247,809.11,0.776
219.0,290.4,0.3449,0.2589,0.0475,687.02,0.7674
146.5,239.2,0.3794,0.4355,0.202,255.42,0.7132
184.8,301.3,0.348,0.3737,0.0091,358.6,0.8765
105.9,208.3,0.3167,0.2028,0.155,413.44,0.9486
984.9,1203.5,0.3027,0.573,0.016,1487.2,0.8237
228.7,199.3,0.234,0.4256,0.3784,795.93,0.9134
384.2,704.4,0.3279,0.5725,0.1165,921.21,0.7405
168.0,281.8,0.2802,0.4209,0.223,645.04,0.8575
117.2,103.3,0.6161,0.5945,0.1371,379.75,0.7234
207.7,187.0,0.3443,0.0622,0.0819,600.34,1.0
528.9,725.7,0.444,0.3618,0.4979,1991.92,0.6751
169.9,205.6,0.138,0.3279,0.8201,568.24,0.7722
133.0,201.6,0.1639,0.1873,0.258,481.83,0.8359
272.8,290.0,0.2318,0.5296,0.04,606.01,0.7867
347.0,677.1,0.1792,0.1052,0.1286,587.84,0.905
772.8,1093.1,0.3558,0.3315,0.2789,1179.01,0.7387
313.4,533.1,0.4008,0.3408,0.3674,807.41,0.7307
384.1,365.2,0.5685,0.4738,0.3578,626.93,0.7147
404.8,623.6,0.2179,0.3647,0.3336,1522.66,0.8235
109.2,200.7,0.2027,0.8643,0.2097,227.57,0.8652
124.7,103.2,0.2411,0.167,0.1723,357.43,0.9279
114.6,165.9,0.0445,0.4517,0.3417,439.79,0.8143
96.3,105.6,0.3256,0.3942,0.0831,212.51,0.9282
427.0,586.7,0.3462,0.0692,0.3472,1358.79,0.8247
299.8,533.4,0.523,0.553,0.1567,546.58,0.8319
258.7,421.2,0.0612,0.4928,0.1423,543.84,0.8466
50.0,85.3,0.0279,0.1925,0.0692,163.03,1.0
1031.6,1087.3,0.0894,0.3686,0.4169,2371.3,0.6898
130.8,235.4,0.2269,0.4125,0.169,387.99,0.8595
1028.9,1581.2,0.4018,0.4814,0.4995,2764.63,0.6268
88.7,78.4,0.2737,0.3997,0.4938,135.38,0.8023
138.6,254.3,0.3872,0.5476,0.3427,491.24,0.7828
52.4,45.4,0.4649,0.4511,0.0059,176.75,0.7982
315.3,263.1,0.3345,0.6297,0.328,1195.23,0.8734
113.2,203.8,0.372,0.5123,0.1209,204.54,0.7634
115.5,94.2,0.3012,0.2046,0.2961,334.98,0.8725
93.6,84.8,0.1892,0.5327,0.5736,206.13,0.7799
421.6,345.9,0.448,0.6516,0.1484,1251.88,0.7128
402.6,747.4,0.3646,0.2781,0.0467,1314.6,0.8132
869.9,742.6,0.3357,0.3125,0.0184,3117.33,0.6834
151.4,188.8,0.2312,0.3829,0.2505,314.62,0.7681
285.2,302.4,0.1263,0.3703,0.188,440.66,0.9114
99.2,120.1,0.0453,0.1255,0.2741,378.77,0.8795
193.5,222.3,0.0808,0.4391,0.419,505.03,0.7756
170.2,317.4,0.0853,0.166,0.175,528.63,0.8017
338.7,583.4,0.0545,0.1923,0.2846,1166.38,0.8305
498.7,928.5,0.4023,0.4392,0.5258,872.61,0.7703
489.7,814.8,0.107,0.1715,0.1505,1490.68,0.866
135.6,162.3,0.2555,0.2514,0.4795,495.65,0.8637
492.2,503.5,0.4338,0.4306,0.0641,1777.46,0.7255
237.3,340.6,0.2829,0.8594,0.2131,480.58,0.6899
195.0,239.4,0.2731,0.4235,0.1248,758.72,0.7968
149.0,234.3,0.1169,0.6958,0.2397,431.26,0.8435
165.3,140.0,0.2484,0.6383,0.3017,306.24,0.8106
828.5,1371.7,0.0822,0.2237,0.2501,1786.97,0.713
303.4,351.8,0.0717,0.4658,0.4539,1201.24,0.8329
276.5,374.6,0.1231,0.7018,0.0687,817.12,0.8595
203.7,402.1,0.1593,0.505,0.258,458.98,0.8378
1355.9,1435.4,0.1479,0.5761,0.1248,5075.94,0.6571
610.0,574.2,0.6496,0.8199,0.1004,1490.81,0.6823
147.7,155.4,0.253,0.2829,0.0669,293.8,0.8384
202.0,246.9,0.1858,0.7849,0.2724,438.62,0.8758
210.6,304.0,0.6385,0.5738,0.3995,322.63,0.6756
271.0,535.6,0.4964,0.4535,0.0455,518.22,0.781
149.8,276.2,0.0609,0.1102,0.2134,248.05,0.797
